Position,Company_Name,Job_Description,City,Province,Quota,Registered,Acceptance_Percentage,Registration_Start,Registration_End
"RISET DAN PENGEMBANGAN - Bagian Pengembangan Produk dan Sistem 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Pengembangan Produk dan Sistem yang meliputi penyiapan persyaratan yang dibutuhkan dalam pengembangan produk dan sistem, identifikasi kebijakan pendanaan dan penggunaan dana, perancangan produk secara detail mencakup spesifikasi, material, dan identifikasi komponen, penyiapan dokumen engineering, pengembangan produk, pengujian produk hasil pengembangan, evaluasi hasil pengembangan serta pengelolaan Hak Kekayaan Intelektual (HKI) dalam pengembangan produk dan sistem.","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Apoteker","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Mengelola penyimpanan dan distribusi obat di unit layanan Kesehatan
2. Menyiapkan obat sesuai resep dokter.
3. Memastikan keamanan dan kedaluwarsa obat
4. Menyusun laporan penggunaan obat secara berkala.","KOTA PASURUAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","RUMAH TAHANAN NEGARA KELAS IIB MAGETAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. MAGETAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"RISET DAN PENGEMBANGAN - Bagian Pengembangan Sistem Transportasi 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Pengembangan Sistem Transportasi yang meliputi analisa dan penentuan arah pengembangan sistem transportasi, identifikasi kebijakan pendanaan dan penggunaan dana, perancangan produk, penyiapan dokumen engineering, review desain dan spesifikasi teknis, pengembangan prototype hingga pengujian dan evaluasi hasil desain dan prototype produk serta pengelolaan Hak Kekayaan Intelektual (HKI).","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Memberikan perawatan medis dasar bagi pegawai dan warga binaan.
2. Membantu dokter dalam tindakan medis.
3. Melakukan pencatatan dan pelaporan kondisi pasien.
4. Menjaga kebersihan serta kesiapan ruang perawatan.","KAB. BANYUWANGI","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola Fasilitas Umum","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyiapkan sarana pendukung kegiatan umum seperti ruang rapat, kendaraan, dan logistik.
2.  Memantau penggunaan fasilitas agar efisien.
3. Mengatur perawatan rutin fasilitas umum.
4. Membantu kebutuhan operasional kantor","KOTA PASURUAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"RISET DAN PENGEMBANGAN - Pengembangan Strategi Teknologi dan Manufaktur 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Pengembangan Sistem Transportasi yang meliputi analisa dan penentuan arah pengembangan sistem transportasi, identifikasi kebijakan pendanaan dan penggunaan dana, perancangan produk, penyiapan dokumen engineering, review desain dan spesifikasi teknis, pengembangan prototype hingga pengujian dan evaluasi hasil desain dan prototype produk serta pengelolaan Hak Kekayaan Intelektual (HKI).","KOTA MADIUN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola Fasilitas Umum","LEMBAGA PEMASYARAKATAN KELAS IIB PASURUAN","1. Menyiapkan sarana pendukung kegiatan umum seperti ruang rapat, kendaraan, dan logistik.
2.  Memantau penggunaan fasilitas agar efisien.
3. Mengatur perawatan rutin fasilitas umum.
4. Membantu kebutuhan operasional kantor","KOTA PASURUAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kemandirian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Melatih warga binaan dalam keterampilan kerja dan kewirausahaan.
2. Menyusun jadwal dan materi pelatihan kerja.
3. Melakukan pendampingan selama praktik kerja.
4. Mengevaluasi kemampuan dan kesiapan kerja.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikolog","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Melaksanakan asesmen psikologis.
2. Memberikan konseling dan rekomendasi psikologis sesuai kebutuhan satuan kerja.
3. Menyusun laporan hasil asesmen dan rekomendasi psikologis secara professional.
4. Membantu dalam kegiatan pengembangan SDM dan peningkatan kesejahteraan mental pegawai.
5. Melakukan observasi dan evaluasi terhadap kondisi psikologis lingkungan kerja.","KAB. BANYUWANGI","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat  Kesehatan","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Memberikan perawatan kesehatan umum dan tindakan medis ringan.
2. Menyusun catatan perkembangan pasien.
3. Menjaga ketersediaan alat medis sederhana.
4. Menyampaikan laporan kepada dokter atau pimpinan medis.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"SUBSIDIARY AND BUSINESS STRATEGY - Bagian Investment 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu Menjalankan kegiatan di Bagian Investment yang meliputi penyusunan master list rencana investasi, pendampingan kepada unit pengusul dalam melengkapi kajian investasi, dan verifikasi permintaan realisasi investasi sesuai master list rencana investasi.","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Apoteker","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Mengelola penyimpanan dan distribusi obat di unit layanan Kesehatan.
2. Menyiapkan obat sesuai resep dokter.
3. Memastikan keamanan dan kedaluwarsa obat
4. Menyusun laporan penggunaan obat secara berkala.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"STAFF MARKETING","Akademi Langit Cerah","Melakukan kegiatan marketing baik secara offline maupun online melalui media sosial. Koordinasi dengan direktur untuk Membuat dan merencanakan strategi marketing. Menjalankan atau mengeksekusi kegiatan marketing yang direncanakan. Evaluasi hasil kegiatan marketing.","KAB. KEDIRI","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikiater","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menangani gangguan kesehatan jiwa warga binaan atau pegawai.
2. Melakukan asesmen psikologis dan terapi.
3. Menyusun laporan perkembangan pasien.
4. Memberikan rekomendasi tindak lanjut pemulihan.","KAB. BANYUWANGI","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola  BMN","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Mengelola aset dan inventaris milik negara di unit kerja.
2. Mencatat penerimaan, pemakaian, dan penghapusan barang.
3. Melakukan inventarisasi berkala.
4. Menyusun laporan aset sesuai ketentuan.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola  Fasilitas Umum","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyiapkan sarana pendukung kegiatan umum seperti ruang rapat, kendaraan, dan logistik.
2. Memantau penggunaan fasilitas agar efisien.
3. Mengatur perawatan rutin fasilitas umum.
4. Membantu kebutuhan operasional kantor.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PRODUKSI - Bagian Departemen Bogie 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu menyusun rencana operasional, mengusulkan kebijakan, dan sistem prosedur, melaksanakan tugas pokok, mengawasi, mengendalikan pekerjaan serta menyusun laporan di Departemen Bogie","KOTA MADIUN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pengelola  Fasilitas Umum","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyiapkan sarana pendukung kegiatan umum seperti ruang rapat, kendaraan, dan logistik.
2. Memantau penggunaan fasilitas agar efisien.
3. Mengatur perawatan rutin fasilitas umum.
4. Membantu kebutuhan operasional kantor.","KAB. PAMEKASAN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PRODUKSI - Bagian Fabrikasi Bogie 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu menyusun rencana operasional, mengusulkan kebijakan, dan sistem prosedur, melaksanakan tugas pokok, mengawasi, mengendalikan pekerjaan serta menyusun laporan di Departemen Bogie","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PRODUKSI - Bagian Finishing Bogie 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","Membantu menyusun rencana operasional, mengusulkan kebijakan, dan sistem prosedur, melaksanakan tugas pokok, mengawasi, mengendalikan pekerjaan serta menyusun laporan di Departemen Bogie","KOTA MADIUN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA PAMEKASAN","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. PAMEKASAN","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PENGELOLAAN KUALITAS DAN DUKUNGAN PRODUK - Bagian After Sales 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","1. Membantu Template digital (form, dashboard) yang dapat digunakan oleh tim after-sales untuk input/reporting data.
2. Membantu Laporan berkala (mingguan, bulanan) terkait status servis, keluhan, spare-parts, dan SLA yang dilampaui.
3. Membantu Analisis data dan rekomendasi perbaikan untuk layanan purna jual.
4. Membantu Dokumentasi alur kerja layanan after-sales dan sistem informasi yang digunakan.
5. Membantu Peningkatan kualitas digitalisasi pelaporan layanan purna jual: misalnya pengurangan waktu input data, peningkatan akurasi data, atau integrasi antar sistem.","KOTA MADIUN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"PENGELOLAAN KUALITAS DAN DUKUNGAN PRODUK - Bagian After Sales 3","Perusahaan Perseroan (Persero) PT Industri Kereta Api","1. Membantu Peta alur proses layanan after-sales (as is – to be process mapping).
2.Membantu Laporan analisis performa SLA, downtime, dan keluhan pelanggan.
3. Membantu Template digital laporan gangguan dan pelaksanaan servis.
4. Membantu Usulan continuous improvement atau perbaikan efisiensi layanan purna jual.
5. Membantu Laporan akhir magang lengkap dengan hasil analisis, rekomendasi, dan dokumentasi kegiatan lapangan.","KOTA MADIUN","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Content Creator","Pratama Wisata Lintasnusa","1. Mengumpulkan dan sortir footage video dan foto 
2. Editing video dan foto untuk kebutuhan sosial media perusahaan
3. Upload video edit dan foto ke media sosial perusahaan","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Guru Olah Raga Putra","Lembaga Pendidikan Islam Al Azhaar Tulungagung","Melaksanakan tugas pendidikan dan pengajaran mata pelajaran Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK), perencanaan dan pelaksanaan sesi latihan, pembimbingan siswa dalam berbagai kegiatan, serta pengembangan kurikulum. Guru olahraga juga berperan sebagai motivator, evaluator, dan fasilitator dalam mengembangkan potensi fisik dan mental siswa.","KAB. TULUNGAGUNG","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Pembina Kepribadian","LEMBAGA PEMASYARAKATAN KELAS IIA BANYUWANGI","1. Menyusun dan melaksanakan program pembinaan karakter warga binaan.
2. Melatih keterampilan komunikasi dan pengendalian diri.
3. Melakukan evaluasi hasil pembinaan kepribadian.
4. Menyusun laporan perkembangan individu.","KAB. BANYUWANGI","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Dokter","RUMAH TAHANAN NEGARA KELAS IIB KRAKSAAN","1. Memberikan pelayanan kesehatan umum bagi pegawai atau warga binaan.
2. Melakukan    pemeriksaan,    diagnosis,    dan pengobatan dasar.
3. Menyusun laporan kesehatan berkala.
4. Menangani kasus darurat medis di lingkungan kerja.","KAB. PROBOLINGGO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Guru Olah Raga Putri","Lembaga Pendidikan Islam Al Azhaar Tulungagung","Melaksanakan tugas pendidikan dan pengajaran mata pelajaran Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK), perencanaan dan pelaksanaan sesi latihan, pembimbingan siswa dalam berbagai kegiatan, serta pengembangan kurikulum. Guru olahraga juga berperan sebagai motivator, evaluator, dan fasilitator dalam mengembangkan potensi fisik dan mental siswa. Terutama untuk anak putri","KAB. TULUNGAGUNG","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Perawat","RUMAH TAHANAN NEGARA KELAS IIB KRAKSAAN","1.   Memberikan   perawatan   medis   dasar   bagi pegawai dan warga binaan.
2.   Membantu dokter dalam tindakan medis
3.   Melakukan pencatatan dan pelaporan kondisi pasien
4.   Menjaga  kebersihan  serta  kesiapan  ruang perawatan.","KAB. PROBOLINGGO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Juru Bahasa Isyarat","KANIM KELAS II NON TPI PONOROGO","1. Menjadi penerjemah bagi pengguna layanan penyandang disabilitas rungu.
2. Membantu komunikasi antara petugas dan Masyarakat
3. Memberikan pelatihan dasar bahasa isyarat bagi pegawai layanan publik.
4. Menjaga kerahasiaan informasi pengguna layanan.","KAB. PONOROGO","JAWA TIMUR",1,0,100,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Psikolog","RUMAH TAHANAN NEGARA KELAS IIB KRAKSAAN","1.   Melaksanakan asesmen psikologis
2.   Memberikan    konseling    dan    rekomendasi psikologis sesuai kebutuhan satuan kerja
3.    Menyusun    laporan    hasil    asesmen    dan rekomendasi psikologis secara professional
4. Membantu  dalam  kegiatan  pengembangan SDM dan peningkatan kesejahteraan mental pegawai.
5.   Melakukan  observasi  dan  evaluasi  terhadap kondisi psikologis lingkungan kerja","KAB. PROBOLINGGO","JAWA TIMUR",4,0,400,"2025-11-06 00:00:00","2025-11-14 23:59:59"
"Guru Desain Komunikasi Visual","Lembaga Pendidikan Islam Al Azhaar Tulungagung","Bertugas untuk mengajar dan melatih siswa dalam berbagai aspek desain komunikasi visual, seperti desain grafis, ilustrasi, fotografi, videografi, dan animasi. Selain mengajar, tugas lain juga mencakup memberikan bimbingan, mengembangkan potensi siswa, serta membantu mereka membangun portofolio dan mempersiapkan diri untuk industri kreatif, termsuk tugas desain-desain yang diperlukan sekolah.","KAB. TULUNGAGUNG","JAWA TIMUR",2,0,200,"2025-11-06 00:00:00","2025-11-14 23:59:59"
